,Unnamed: 0,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset,pcsp_nobar,vbpi_pcsp,vbpi,vbpi_pcsp_nobar,rootsplit,unif_posterior_root_adjusted,unif_lb_root_adjusted,unif_ub_root_adjusted,gp_root_adjusted,gp_coverage,vbpi_coverage
10,10.0,00000000000000000000000000000000000000000000000000000001100|00000000000000011111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000000000000010000,0.0412744344336299,0.0290081005,0.0549707019999999,843927.0,,,,,0.0377824,ds7,000000000000000000000000000000000000000000000000000000011000000000000000001111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000010000,00000000000000000110000000000000000000000000000000000000000|00000000000000000001111111111111111111111111111111111111111|00000000000000000000111111111111111111111111111111111111111,0.0407099,000000000000000001100000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111100000000000000000000111111111111111111111111111111111111111,False,0.0412744344336299,0.0290081005,0.0549707019999999,0.0377824,covered,under
11,11.0,00000000000000000000000000000000000000000000000000000001100|11111111111111100000000000000000000000000000000000000000000|00000000011111100000000000000000000000000000000000000000000,0.0339118255253198,0.0222476435,0.0471044015,112619.0,,,,,0.034705,ds7,000000000000000000000000000000000000000000000000000000011001111111111111110000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000000,00000000000000000110000000000000000000000000000000000000000|00111111111111111000000000000000000000000000000000000000000|00000000111111111000000000000000000000000000000000000000000,0.0339148,000000000000000001100000000000000000000000000000000000000000011111111111111100000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000,False,0.0339118255253198,0.0222476435,0.0471044015,0.034705,covered,under
12,12.0,00000000000000000000000000000000000000000000000000000001100|11111111111111111111111111111111111111111111111111111110000|00000000000000011111111111111111111111111111111111111110000,0.009021289,0.009021289,0.009021289,1.0,,,,,0.00582355,ds7,000000000000000000000000000000000000000000000000000000011001111111111111111111111111111111111111111111111111111111000000000000000000011111111111111111111111111111111111111110000,,,,False,0.009021289,0.009021289,0.009021289,0.00582355,under,under
13,13.0,00000000000000000000000000000000000000000000000000000010000|00000000000000000000000000111111111111111111111111111000000|00000000000000000000000000000000000000000000000000001000000,0.0383268318181818,0.02851317,0.05085577775,44.0,,,,,0.0350738,ds7,000000000000000000000000000000000000000000000000000000100000000000000000000000000000011111111111111111111111111100000000000000000000000000000000000000000000000000000000001000000,00000000000000000001000000000000000000000000000000000000000|00000000000000000000000000000000111111111111111111111111111|00000000000000000000000000000000011111111111111111111111111,0.0402501,000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111100000000000000000000000000000000011111111111111111111111111,False,0.0383268318181818,0.02851317,0.05085577775,0.0350738,covered,under
14,14.0,00000000000000000000000000000000000000000000000000000010000|00000000000000011111111111000000000000000000000000000100000|00000000000000000000000000000000000000000000000000000100000,0.0245704723076923,0.017307862,0.032336433,13.0,,,,,0.0262574,ds7,000000000000000000000000000000000000000000000000000000100000000000000000001111111111100000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000,00000000000000000001000000000000000000000000000000000000000|00000000000000000000111111111111000000000000000000000000000|00000000000000000000011111111111000000000000000000000000000,0.0294286,000000000000000000010000000000000000000000000000000000000000000000000000000000011111111111100000000000000000000000000000000000000000000000011111111111000000000000000000000000000,False,0.0245704723076923,0.017307862,0.032336433,0.0262574,covered,under
15,15.0,00000000000000000000000000000000000000000000000000000010000|00000000000000011111111111111111111111111111111111111000000|00000000000000000000000000111111111111111111111111111000000,0.020428845,0.01989578575,0.02096190425,2.0,,,,,0.0240474,ds7,000000000000000000000000000000000000000000000000000000100000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111000000,00000000000000000001000000000000000000000000000000000000000|00000000000000000000011111111111111111111111111111111111111|00000000000000000000000000000000111111111111111111111111111,0.0206082,000000000000000000010000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111,False,0.020428845,0.01989578575,0.02096190425,0.0240474,over,under
16,16.0,00000000000000000000000000000000000000000000000000000010000|00000000000000011111111111111111111111111111111111111100000|00000000000000000000000000111111111111111111111111111000000,0.0274250870726539,0.01689072325,0.039459423,415600.0,,,,,0.0256807,ds7,000000000000000000000000000000000000000000000000000000100000000000000000001111111111111111111111111111111111111110000000000000000000000000000000111111111111111111111111111000000,00000000000000000001000000000000000000000000000000000000000|00000000000000000000111111111111111111111111111111111111111|00000000000000000000000000000000111111111111111111111111111,0.0272839,000000000000000000010000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111,False,0.0274250870726539,0.01689072325,0.039459423,0.0256807,covered,under
17,17.0,00000000000000000000000000000000000000000000000000000010000|00000000000000011111111111111111111111111111111111111100000|00000000000000000000000000000000000000000000000000000100000,0.0268134850898849,0.016783382,0.0383123239999999,514769.0,,,,,0.0258981,ds7,000000000000000000000000000000000000000000000000000000100000000000000000001111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000100000,00000000000000000001000000000000000000000000000000000000000|00000000000000000000111111111111111111111111111111111111111|00000000000000000000011111111111111111111111111111111111111,0.0267607,000000000000000000010000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111100000000000000000000011111111111111111111111111111111111111,False,0.0268134850898849,0.016783382,0.0383123239999999,0.0258981,covered,under
18,18.0,00000000000000000000000000000000000000000000000000000100000|00000000000000000000000011000000000000000000000000000000000|00000000000000000000000001000000000000000000000000000000000,0.07903843,0.07903843,0.07903843,1.0,,,,,0.0858381,ds7,000000000000000000000000000000000000000000000000000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000,,,,False,0.07903843,0.07903843,0.07903843,0.0858381,over,under
19,19.0,00000000000000000000000000000000000000000000000000000100000|00000000000000011111111100000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000,0.0275255451052631,0.017177579,0.0383359294999999,684.0,,,,,0.0245059,ds7,000000000000000000000000000000000000000000000000000001000000000000000000001111111110000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000,00000000000000000000100000000000000000000000000000000000000|00000000000000000000000111111111000000000000000000000000000|00000000000000000000000001111111000000000000000000000000000,0.0288423,000000000000000000001000000000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000001111111000000000000000000000000000,False,0.0275255451052631,0.017177579,0.0383359294999999,0.0245059,covered,under
20,20.0,00000000000000000000000000000000000000000000000000000100000|00000000000000011111111111000000000000000000000000000000000|00000000000000000000001100000000000000000000000000000000000,0.0318210016666666,0.0245426425,0.04117034875,6.0,,,,,0.0277147,ds7,000000000000000000000000000000000000000000000000000001000000000000000000001111111111100000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000,00000000000000000000100000000000000000000000000000000000000|00000000000000000000011111111111000000000000000000000000000|00000000000000000000000110000000000000000000000000000000000,0.038717,000000000000000000001000000000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000110000000000000000000000000000000000,False,0.0318210016666666,0.0245426425,0.04117034875,0.0277147,covered,under
21,21.0,00000000000000000000000000000000000000000000000000000100000|00000000000000011111111111000000000000000000000000000000000|00000000000000000000000011000000000000000000000000000000000,0.0252644188691965,0.0161260025,0.03588020375,414966.0,,,,,0.0239012,ds7,000000000000000000000000000000000000000000000000000001000000000000000000001111111111100000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000,00000000000000000000100000000000000000000000000000000000000|00000000000000000000011111111111000000000000000000000000000|00000000000000000000000111111111000000000000000000000000000,0.0248549,000000000000000000001000000000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000111111111000000000000000000000000000,False,0.0252644188691965,0.0161260025,0.03588020375,0.0239012,covered,under
22,22.0,00000000000000000000000000000000000000000000000000000100000|00000000000000011111111111111111111111111111111111111000000|00000000000000000000000000111111111111111111111111111000000,0.0221707004538093,0.013165894,0.032691552,514769.0,,,,,0.0216972,ds7,000000000000000000000000000000000000000000000000000001000000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111000000,00000000000000000000100000000000000000000000000000000000000|00000000000000000000011111111111111111111111111111111111111|00000000000000000000000000000000111111111111111111111111111,0.021856,000000000000000000001000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111,False,0.0221707004538093,0.013165894,0.032691552,0.0216972,covered,under
23,23.0,00000000000000000000000000000000000000000000000000000100000|00000000000000011111111111111111111111111111111111111010000|00000000000000000000000000000000000000000000000000000010000,0.010383905,0.01038352025,0.01038428975,2.0,,,,,0.0160513,ds7,000000000000000000000000000000000000000000000000000001000000000000000000001111111111111111111111111111111111111101000000000000000000000000000000000000000000000000000000000010000,00000000000000000000100000000000000000000000000000000000000|00000000000000000001011111111111111111111111111111111111111|00000000000000000000011111111111111111111111111111111111111,0.0194865,000000000000000000001000000000000000000000000000000000000000000000000000000000101111111111111111111111111111111111111100000000000000000000011111111111111111111111111111111111111,False,0.010383905,0.01038352025,0.01038428975,0.0160513,over,under
24,24.0,00000000000000000000000000000000000000000000000000000110000|00000000000000011111111111111111111111111111111111111000000|00000000000000000000000000111111111111111111111111111000000,0.0228657008914441,0.013661767,0.0336596979999999,68573.0,,,,,0.0214857,ds7,000000000000000000000000000000000000000000000000000001100000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111000000,00000000000000000001100000000000000000000000000000000000000|00000000000000000000011111111111111111111111111111111111111|00000000000000000000000000000000111111111111111111111111111,0.0225286,000000000000000000011000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111100000000000000000000000000000000111111111111111111111111111,False,0.0228657008914441,0.013661767,0.0336596979999999,0.0214857,covered,under
25,25.0,00000000000000000000000000000000000000000000000000001000000|00000000000000000000000000111111111111111111111111110000000|00000000000000000000000000000000000000000000000000010000000,0.04004305555559,0.02884631,0.0526515,999001.0,,,,,0.0401186,ds7,000000000000000000000000000000000000000000000000000010000000000000000000000000000000011111111111111111111111111000000000000000000000000000000000000000000000000000000000010000000,00000000000000000000000000000000100000000000000000000000000|00000000000000000000000000000000011111111111111111111111111|00000000000000000000000000000000001111111111111111111111111,0.0400072,000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001111111111111111111111111100000000000000000000000000000000001111111111111111111111111,False,0.04004305555559,0.02884631,0.0526515,0.0401186,covered,under
26,26.0,00000000000000000000000000000000000000000000000000010000000|00000000000000000000000000111111111111111111111111100000000|00000000000000000000000000000000000000000011111111100000000,0.0534237171667495,0.04078197,0.06738256,999001.0,,,,,0.0522748,ds7,000000000000000000000000000000000000000000000000000100000000000000000000000000000000011111111111111111111111110000000000000000000000000000000000000000000000000011111111100000000,00000000000000000000000000000000010000000000000000000000000|00000000000000000000000000000000001111111111111111111111111|00000000000000000000000000000000000000000000000000111111111,0.0530948,000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000111111111111111111111111100000000000000000000000000000000000000000000000000111111111,False,0.0534237171667495,0.04078197,0.06738256,0.0522748,covered,under
27,27.0,00000000000000000000000000000000000000000000000000100000000|00000000000000000000000000000000000000000000000111000000000|00000000000000000000000000000000000000000000000011000000000,0.0081415845,0.004705829275,0.0102851793749999,14.0,,,,,0.00688571,ds7,000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000011000000000,00000000000000000000000000000000000000000000000000000010000|00000000000000000000000000000000000000000000000000000000111|00000000000000000000000000000000000000000000000000000000001,0.00666808,000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000001,False,0.0081415845,0.004705829275,0.0102851793749999,0.00688571,covered,under
28,28.0,00000000000000000000000000000000000000000000000000100000000|00000000000000000000000000000000000000000000001111000000000|00000000000000000000000000000000000000000000000111000000000,0.0044025754200339,0.001600955,0.0083856847499999,993224.0,,,,,0.00374366,ds7,000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000111000000000,00000000000000000000000000000000000000000000000000000010000|00000000000000000000000000000000000000000000000000000001111|00000000000000000000000000000000000000000000000000000000111,0.00443217,000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000111,False,0.0044025754200339,0.001600955,0.0083856847499999,0.00374366,covered,under
29,29.0,00000000000000000000000000000000000000000000000011000000000|00000000000000000000000000000000000000000000001000100000000|00000000000000000000000000000000000000000000000000100000000,0.0076568398999999,0.0062249387,0.008584486975,10.0,,,,,0.00697638,ds7,000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000100000000,00000000000000000000000000000000000000000000000000000000110|00000000000000000000000000000000000000000000000000000011000|00000000000000000000000000000000000000000000000000000001000,0.00631015,000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000,False,0.0076568398999999,0.0062249387,0.008584486975,0.00697638,covered,under
30,30.0,00000000000000000000000000000000000000000000000100000000000|00000000000000000000000000000000000000000000000011000000000|00000000000000000000000000000000000000000000000001000000000,0.0035317601459203,0.0012861355,0.006841541,998991.0,,,,,0.00313681,ds7,000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000000,00000000000000000000000000000000000000000000000000000000001|00000000000000000000000000000000000000000000000000000000110|00000000000000000000000000000000000000000000000000000000010,0.00354369,000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000010,False,0.0035317601459203,0.0012861355,0.006841541,0.00313681,covered,under
31,31.0,00000000000000000000000000000000000000000000000100000000000|00000000000000000000000000000000000000000000001011100000000|00000000000000000000000000000000000000000000000011000000000,0.00298005193,0.0010036814325,0.0045135977,10.0,,,,,0.00274055,ds7,000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000101110000000000000000000000000000000000000000000000000000000011000000000,00000000000000000000000000000000000000000000000000000000001|00000000000000000000000000000000000000000000000000000011110|00000000000000000000000000000000000000000000000000000000110,0.00285205,000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000110,False,0.00298005193,0.0010036814325,0.0045135977,0.00274055,covered,under
32,32.0,00000000000000000000000000000000000000000000000111000000000|00000000000000000000000000000000000000000000001000100000000|00000000000000000000000000000000000000000000000000100000000,0.0028830026080132,0.00074960674,0.006308597,5753.0,,,,,0.00223731,ds7,000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000100000000,00000000000000000000000000000000000000000000000000000000111|00000000000000000000000000000000000000000000000000000011000|00000000000000000000000000000000000000000000000000000001000,0.00323396,000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000,False,0.0028830026080132,0.00074960674,0.006308597,0.00223731,covered,under
33,33.0,00000000000000000000000000000000000000000000001000000000000|00000000000000000000000000000000000000000000000111000000000|00000000000000000000000000000000000000000000000011000000000,0.007454408482294,0.003907372,0.0120658827499999,993224.0,,,,,0.00693596,ds7,000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000011000000000,00000000000000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000000000000000111|00000000000000000000000000000000000000000000000000000000001,0.00738306,000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000001,False,0.007454408482294,0.003907372,0.0120658827499999,0.00693596,covered,under
34,34.0,00000000000000000000000000000000000000000000001000000000000|00000000000000000000000000000000000000000000000111100000000|00000000000000000000000000000000000000000000000000100000000,0.0010452392928571,0.0001505842475,0.0028495115749999,14.0,,,,,0.00054101,ds7,000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000100000000,00000000000000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000000000000010111|00000000000000000000000000000000000000000000000000000000111,0.00329656,000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001011100000000000000000000000000000000000000000000000000000000111,False,0.0010452392928571,0.0001505842475,0.0028495115749999,0.00054101,covered,under
35,35.0,00000000000000000000000000000000000000000000001000100000000|00000000000000000000000000000000000000000000000011000000000|00000000000000000000000000000000000000000000000001000000000,0.003529472,0.0016560328999999,0.0053254281,10.0,,,,,0.00280475,ds7,000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000001000000000,00000000000000000000000000000000000000000000000000000011000|00000000000000000000000000000000000000000000000000000000110|00000000000000000000000000000000000000000000000000000000010,0.00359509,000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000010,False,0.003529472,0.0016560328999999,0.0053254281,0.00280475,covered,under
36,36.0,00000000000000000000000000000000000000000000001000100000000|00000000000000000000000000000000000000000000000111000000000|00000000000000000000000000000000000000000000000011000000000,0.0055560607600382,0.0024661588,0.0097379287999999,5753.0,,,,,0.00498888,ds7,000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000011000000000,00000000000000000000000000000000000000000000000000000011000|00000000000000000000000000000000000000000000000000000000111|00000000000000000000000000000000000000000000000000000000001,0.00578658,000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000001,False,0.0055560607600382,0.0024661588,0.0097379287999999,0.00498888,covered,under
37,37.0,00000000000000000000000000000000000000000000001111100000000|00000000000000000000000000000000000000000011110000000000000|00000000000000000000000000000000000000000000010000000000000,0.0455184748136078,0.035137828,0.0571206334999999,37743.0,,,,,0.0445567,ds7,000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000010000000000000,00000000000000000000000000000000000000000000000000000011111|00000000000000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000000000011100000,0.0455999,000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000011100000,False,0.0455184748136078,0.035137828,0.0571206334999999,0.0445567,covered,under
38,38.0,00000000000000000000000000000000000000000000001111100000000|00000000000000000000000000000000000000000011110000000000000|00000000000000000000000000000000000000000001000000000000000,0.045901215391705,0.035795181,0.0582495174999999,868.0,,,,,0.0451859,ds7,000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000001000000000000000,00000000000000000000000000000000000000000000000000000011111|00000000000000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000000000001000000,0.0459116,000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000001000000,False,0.045901215391705,0.035795181,0.0582495174999999,0.0451859,covered,under
39,39.0,00000000000000000000000000000000000000000000001111100000000|00000000000000000000000000000000000000000011110000000000000|00000000000000000000000000000000000000000000100000000000000,0.045548372242812,0.03525267,0.0569807325,37667.0,,,,,0.0445567,ds7,000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000100000000000000,00000000000000000000000000000000000000000000000000000011111|00000000000000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000000000010000000,0.0452875,000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000010000000,False,0.045548372242812,0.03525267,0.0569807325,0.0445567,covered,under
40,40.0,00000000000000000000000000000000000000000000001111100000000|00000000000000000000000000000000000000000011110000000000000|00000000000000000000000000000000000000000001110000000000000,0.045476882600976,0.035205421,0.0570172089999999,21515.0,,,,,0.0445248,ds7,000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000001110000000000000,00000000000000000000000000000000000000000000000000000011111|00000000000000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000000000000100000,0.0456848,000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000100000,False,0.045476882600976,0.035205421,0.0570172089999999,0.0445248,covered,under
41,41.0,00000000000000000000000000000000000000000000001111100000000|00000000000000000000000000000000000000000011110000000000000|00000000000000000000000000000000000000000000110000000000000,0.0448653760937985,0.03464343525,0.0563056057499999,901208.0,,,,,0.0439338,ds7,000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000110000000000000,00000000000000000000000000000000000000000000000000000011111|00000000000000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000000000001100000,0.0446806,000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000001100000,False,0.0448653760937985,0.03464343525,0.0563056057499999,0.0439338,covered,under
