,pcsp,unif_posterior,unif_lb,unif_ub,unif_samples,exp_posterior,exp_lb,exp_ub,exp_samples,gp,dataset
10,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000001111111111100,0.080818675,0.07508567675,0.08655167325,2.0,,,,,0.0752015,ds5.bench.estimation
11,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000011111010000,0.07611537,0.07611537,0.07611537,1.0,,,,,0.0940008,ds5.bench.estimation
12,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000010000,0.09078441071428571,0.072522316,0.12525965999999997,14.0,0.08906216470588235,0.068098826,0.11565112,17.0,0.0864256,ds5.bench.estimation
13,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000101100,0.08018047,0.08018047,0.08018047,1.0,,,,,0.0957098,ds5.bench.estimation
14,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000100000,0.0874727874698795,0.057221666,0.11822281,83.0,0.08721471518518518,0.05533396775,0.11730024999999997,54.0,0.0862792,ds5.bench.estimation
15,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000001100,0.08621889206896552,0.051236012,0.12228428000000001,29.0,0.09448905055555554,0.06415415875,0.13662,36.0,0.0886757,ds5.bench.estimation
16,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000010000000000000,0.07354301387096775,0.052635909999999994,0.1003014275,31.0,0.061898385,0.0500449025,0.08423338749999999,4.0,0.0742402,ds5.bench.estimation
17,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000100000000,0.08797338,0.08797338,0.08797338,1.0,,,,,0.0947783,ds5.bench.estimation
18,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000001000,0.095412746,0.070556574,0.11516011,5.0,0.07643833,0.07643833,0.07643833,1.0,0.0891924,ds5.bench.estimation
19,00000000000000000000000000000000000000000000000011|01111111111111111111111111111111111111111111111100|00000000000000000000000000000000000000000000110000,0.09199586800000001,0.075025117,0.099531714,5.0,0.09153605833333332,0.08588556375,0.09885567625,6.0,0.0958613,ds5.bench.estimation
20,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000011000|00000000000000000000000000000000000000000000001000,0.0027733448,0.000297874885,0.007128446574999999,4.0,,,,,9.5916e-07,ds5.bench.estimation
21,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000101000|00000000000000000000000000000000000000000000001000,0.005788828142857143,0.00140103755,0.0109070948,7.0,0.008331666,0.003965409499999999,0.0166247975,6.0,0.00403541,ds5.bench.estimation
22,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000110000|00000000000000000000000000000000000000000000010000,0.005963945142857143,0.00197571765,0.015810993299999996,7.0,0.007358184166666667,0.002481066625,0.01450034375,6.0,0.00307067,ds5.bench.estimation
23,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000111000|00000000000000000000000000000000000000000000011000,0.006460349333333333,0.00241548495,0.015535061,12.0,0.004381607216666666,0.0008993457924999999,0.009353731675,18.0,0.00341656,ds5.bench.estimation
24,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000111000|00000000000000000000000000000000000000000000001000,0.007933906923076923,0.0015184716249999999,0.0186988225,26.0,0.005730095705882353,0.0017682845500000001,0.012143555249999997,34.0,0.00330858,ds5.bench.estimation
25,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000000111000|00000000000000000000000000000000000000000000010000,0.005962167342424243,0.00131272226,0.012873227999999997,33.0,0.007995357258787878,0.000984117708,0.017613777999999997,33.0,0.0031631,ds5.bench.estimation
26,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000001000000,0.02226505,0.02226505,0.02226505,1.0,0.02082079,0.02082079,0.02082079,1.0,0.0154399,ds5.bench.estimation
27,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000010000000,0.02166565,0.02166565,0.02166565,1.0,0.01211474,0.01211474,0.01211474,1.0,0.0158262,ds5.bench.estimation
28,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000011000000,0.022764306666666668,0.015021330500000001,0.035142890999999996,3.0,0.016134188,0.0044727841,0.0277955919,2.0,0.016687,ds5.bench.estimation
29,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000000111001000|00000000000000000000000000000000000000000000001000,0.009744827666666666,0.0071367218500000005,0.0116235975,3.0,0.007543792,0.007543792,0.007543792,1.0,0.00721315,ds5.bench.estimation
30,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000000000|00000000000000000000000000000000000000001000000000,0.021293136666666667,0.0162714935,0.025881532,3.0,0.01693570575,0.010346084525,0.01987898975,4.0,0.017504,ds5.bench.estimation
31,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000010000|00000000000000000000000000000000000000000000010000,0.01840559,0.01840559,0.01840559,1.0,0.013516755,0.01283094525,0.01420256475,2.0,0.00839526,ds5.bench.estimation
32,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000111000|00000000000000000000000000000000000000000000111000,0.0053922425,0.003686317525,0.007098167475,2.0,0.01278488,0.01278488,0.01278488,1.0,0.00330061,ds5.bench.estimation
33,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000111000|00000000000000000000000000000000000000000000010000,0.002188644,0.002188644,0.002188644,1.0,,,,,0.00450101,ds5.bench.estimation
34,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000111000|00000000000000000000000000000000000000000000100000,0.01773259,0.01773259,0.01773259,1.0,0.004346364,0.004346364,0.004346364,1.0,0.00579706,ds5.bench.estimation
35,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000111000|00000000000000000000000000000000000000000000001000,0.008015711681818182,0.00134160775,0.022684094499999998,22.0,0.007090959230769229,0.0020975448,0.019711640999999988,13.0,0.00446074,ds5.bench.estimation
36,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011000111000|00000000000000000000000000000000000000000000101000,0.005955967,0.0016390375,0.0153688425,11.0,0.006873798833333333,0.0008116458749999999,0.01351141625,6.0,0.00369696,ds5.bench.estimation
37,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111000000|00000000000000000000000000000000000000001111000000,0.03124889,0.03124889,0.03124889,1.0,,,,,0.00753126,ds5.bench.estimation
38,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111000000|00000000000000000000000000000000000000000111000000,0.01220277875,0.00384325355,0.026291105500000002,8.0,0.010641681909,0.00129472531975,0.020024655500000002,10.0,0.00789011,ds5.bench.estimation
39,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111001000|00000000000000000000000000000000000000000000001000,0.005777551333333333,0.0013904388000000002,0.010312531,3.0,0.0067693145,0.006024735375,0.007513893625,2.0,0.00623988,ds5.bench.estimation
40,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111011000|00000000000000000000000000000000000000000000011000,0.01446859,0.01446859,0.01446859,1.0,0.01585039,0.01585039,0.01585039,1.0,0.00596121,ds5.bench.estimation
41,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111011000|00000000000000000000000000000000000000000111001000,0.004003273235,0.00028789470825,0.007718651761750001,2.0,0.005420286999999999,0.0040506074,0.0067899666,2.0,0.00584377,ds5.bench.estimation
42,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111100000|00000000000000000000000000000000000000000000100000,0.009815372,0.0061920264,0.0134387176,2.0,0.010999944250000001,0.002680810875,0.01869692225,4.0,0.00490644,ds5.bench.estimation
43,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111101000|00000000000000000000000000000000000000000000101000,0.008219053,0.008219053,0.008219053,1.0,,,,,0.004178,ds5.bench.estimation
44,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000111010000,0.008908816,0.008908816,0.008908816,1.0,,,,,0.0138023,ds5.bench.estimation
45,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000001111110000,0.01549991,0.01549991,0.01549991,1.0,,,,,0.0103813,ds5.bench.estimation
46,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000001000100000,0.01033264,0.01033264,0.01033264,1.0,,,,,0.0166008,ds5.bench.estimation
47,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000111100000,0.01657143643478261,0.0047475847500000005,0.0283031525,46.0,0.016987242542857144,0.004935185474999999,0.02841753524999998,70.0,0.0137713,ds5.bench.estimation
48,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000111110000,0.015444531968750001,0.007981253975,0.028515738749999995,32.0,0.016093916599999997,0.00609074365,0.030693834749999992,30.0,0.0141475,ds5.bench.estimation
49,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000111000000,0.015614728002358493,0.004122653550000001,0.032211807249999995,424.0,0.015127075291412741,0.003652101,0.03397913,361.0,0.0134537,ds5.bench.estimation
50,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000000100000,0.016463891887384178,0.0053476119,0.03338138450000001,1403.0,0.01622167896506905,0.0049841565,0.032621872499999996,1231.0,0.0136339,ds5.bench.estimation
51,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000000010000,0.015945508402408,0.004366018,0.03255412,2201.0,0.0154076889879602,0.004452641525,0.031909979499999984,2010.0,0.0134261,ds5.bench.estimation
52,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111110000|00000000000000000000000000000000000000000000110000,0.01640146377166803,0.005133636675,0.03358134624999999,9784.0,0.016016173558371382,0.0051523175,0.03233504375,9198.0,0.013527,ds5.bench.estimation
53,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000001111000000,0.02399146,0.02399146,0.02399146,1.0,,,,,0.0151463,ds5.bench.estimation
54,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000001111110000,0.02978798,0.02978798,0.02978798,1.0,,,,,0.0160013,ds5.bench.estimation
55,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000111101000,0.02097559732142857,0.009061338450000001,0.032885771749999994,28.0,0.024398549312500004,0.01035141105,0.04888137424999999,32.0,0.0180304,ds5.bench.estimation
56,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000111111000,0.02272914982278481,0.0077438184,0.0465024115,79.0,0.020775202902777776,0.00574375735,0.039934077999999984,72.0,0.0181191,ds5.bench.estimation
57,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000010000,0.019955907349191376,0.0049038232,0.04116911374999997,1484.0,0.019440571871877334,0.0048693370000000005,0.03940811999999999,1337.0,0.0163781,ds5.bench.estimation
58,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000011000,0.02142514717441861,0.008802487625000001,0.03765012625,86.0,0.02026290452112676,0.00582537125,0.03699232,71.0,0.019618,ds5.bench.estimation
59,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000110000,0.02079907315577889,0.0063084436,0.04062948,199.0,0.02183202415909091,0.007052729125000001,0.0402224,176.0,0.0201003,ds5.bench.estimation
60,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000101000,0.021362471435897437,0.006372991375,0.045066510000000004,156.0,0.021194547846153846,0.00636317475,0.042998861999999916,143.0,0.0204306,ds5.bench.estimation
61,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000111001000,0.017085831149321266,0.004157542225,0.03792915449999999,442.0,0.016260764080045873,0.004255008375,0.03487334,436.0,0.0141705,ds5.bench.estimation
62,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000111000,0.021097017992107735,0.0059213646,0.042221999999999996,3193.0,0.020281414864973615,0.005369496975,0.039971299499999995,3032.0,0.0179418,ds5.bench.estimation
63,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000100000,0.01933631044287212,0.005417601200000001,0.040501497250000004,1908.0,0.018840803085980778,0.0047585378000000005,0.039055323999999995,1769.0,0.0179975,ds5.bench.estimation
64,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000111000000,0.01846658286761905,0.0047604213,0.038651213999999996,1365.0,0.018152268976794783,0.00482903705,0.038511599,1379.0,0.0135524,ds5.bench.estimation
65,00000000000000000000000000000000000000000000000100|00000000000000000000000000000000000000011111111000|00000000000000000000000000000000000000000000001000,0.019364541806153487,0.0058735344999999994,0.038708205,738861.0,0.018857743609956488,0.0057603568,0.037641774,747813.0,0.0162032,ds5.bench.estimation
66,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111100000000000|00000000000000000000000000000000000001100000000000,0.05710999,0.05710999,0.05710999,1.0,,,,,0.0581889,ds5.bench.estimation
67,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111100000001000|00000000000000000000000000000000000000000000001000,0.01631338956020942,0.005307424749999999,0.033167765,191.0,0.017022710938775512,0.0056936134,0.032014321999999984,147.0,0.0144078,ds5.bench.estimation
68,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111001000|00000000000000000000000000000000000000011111000000,0.01374401,0.01374401,0.01374401,1.0,,,,,0.00401067,ds5.bench.estimation
69,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111101000|00000000000000000000000000000000000000000000001000,0.001384608,0.001384608,0.001384608,1.0,0.008231867,0.008231867,0.008231867,1.0,0.00675671,ds5.bench.estimation
70,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111101000|00000000000000000000000000000000000000000000100000,0.007582462,0.007582462,0.007582462,1.0,,,,,0.0075758,ds5.bench.estimation
71,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111101000|00000000000000000000000000000000000000011111100000,0.007287257,0.007287257,0.007287257,1.0,,,,,0.00691035,ds5.bench.estimation
72,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111101000|00000000000000000000000000000000000000011111000000,0.006273568,0.006273568,0.006273568,1.0,,,,,0.00770468,ds5.bench.estimation
73,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000110000,0.013026119,0.010094247050000001,0.01595799095,2.0,,,,,0.010923,ds5.bench.estimation
74,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111110000|00000000000000000000000000000000000000000000100000,0.020153336666666664,0.011103972,0.029825128,3.0,0.01120392,0.01120392,0.01120392,1.0,0.0107104,ds5.bench.estimation
75,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000001111100000,0.03868869,0.03868869,0.03868869,1.0,,,,,0.0232674,ds5.bench.estimation
76,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000111110000,0.030926301999999996,0.022868912999999998,0.03773554,5.0,0.03546829,0.03546829,0.03546829,1.0,0.0290439,ds5.bench.estimation
77,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000101000,0.0241977,0.01625370375,0.03377150875,6.0,0.034349785,0.02784769525,0.04085187475,2.0,0.0271462,ds5.bench.estimation
78,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000001111110000,0.01780755,0.01780755,0.01780755,1.0,,,,,0.0228323,ds5.bench.estimation
79,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011000111000,0.026919561470588237,0.009094287,0.053334666,17.0,0.019227876666666664,0.013747408,0.028859515999999998,9.0,0.0237691,ds5.bench.estimation
80,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000111100000,0.027151295714285713,0.0146314535,0.042324289,7.0,0.03449111333333333,0.0206873395,0.0462548985,3.0,0.0274043,ds5.bench.estimation
81,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011111000000,0.029626883910350447,0.011897271499999999,0.05261345,1227.0,0.028116702371428572,0.0124333115,0.04849657949999998,1120.0,0.0273896,ds5.bench.estimation
82,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000100000,0.025496141505446625,0.0095943725,0.046907295,4131.0,0.02455135310186586,0.009208622375,0.04612998125,3966.0,0.0247745,ds5.bench.estimation
83,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000111000000,0.026211463,0.010343528,0.048793192,237.0,0.025793300374468083,0.011658057500000001,0.0478586865,235.0,0.0253091,ds5.bench.estimation
84,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011111111000,0.016616343758187133,0.00277985245,0.03677813449999997,342.0,0.017203443586538462,0.004462583525,0.04001429624999999,312.0,0.00898922,ds5.bench.estimation
85,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011111110000,0.024755928317003576,0.0085906384,0.04715980225,33540.0,0.024138185722563314,0.00841897145,0.045872160249999995,31272.0,0.0222946,ds5.bench.estimation
86,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000001000,0.023214527825560254,0.0080335897,0.04433308575,9460.0,0.022544623904856884,0.007728351600000001,0.0432530165,8874.0,0.0207029,ds5.bench.estimation
87,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011000110000,0.021286944625,0.006177765775,0.038388868,24.0,0.027210082277777776,0.010101558075,0.048729646249999994,18.0,0.0237421,ds5.bench.estimation
88,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000110000,0.028175055568230276,0.012127912749999999,0.047944139999999996,938.0,0.0272691887744898,0.0102437305,0.049488326250000006,882.0,0.0286076,ds5.bench.estimation
89,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011111100000,0.027307331008403362,0.012117717000000002,0.052989734749999996,238.0,0.026366756070351764,0.012186517000000001,0.0467218155,199.0,0.0266292,ds5.bench.estimation
90,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000011000,0.01837935,0.01837935,0.01837935,1.0,0.025947247777777776,0.016535648,0.035076632,9.0,0.0266116,ds5.bench.estimation
91,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000111000,0.028691249868421052,0.013000805,0.04966799375,76.0,0.026270762821917808,0.011136822,0.043883226,73.0,0.027184,ds5.bench.estimation
92,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011000010000,0.027017523846153843,0.012721508,0.04523745999999999,13.0,0.026628095294117648,0.014871954,0.041286112,17.0,0.0273341,ds5.bench.estimation
93,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011000000000,0.026267682444444447,0.0090584316,0.046041097999999996,9.0,0.0269583925,0.0239750685,0.029603922249999998,4.0,0.0243291,ds5.bench.estimation
94,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000000000010000,0.024483910399358665,0.009068086199999999,0.0457673875,18399.0,0.02396854627981693,0.00876531735,0.04478987750000001,17698.0,0.0224647,ds5.bench.estimation
95,00000000000000000000000000000000000000000000000100|01111111111111111111111111111111111111111111111000|00000000000000000000000000000000000000011111010000,0.0291522365754717,0.011107311625,0.052594455,106.0,0.02902735501801802,0.011184694750000002,0.053160410000000005,111.0,0.0276369,ds5.bench.estimation
96,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000010100|00000000000000000000000000000000000000000000000100,0.01051967573367347,0.002309690675,0.029189008750000005,98.0,0.009245009285185185,0.0009403902,0.02238648,81.0,0.00759656,ds5.bench.estimation
97,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000100100|00000000000000000000000000000000000000000000000100,0.008264085499999999,0.0024197263750000003,0.01311897875,6.0,0.007944925,0.00136402825,0.0143355705,3.0,0.00225163,ds5.bench.estimation
98,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000110000|00000000000000000000000000000000000000000000010000,0.0055092563126533725,0.00022920046,0.01749408999999999,1705.0,0.005253352815364924,0.0002561323525,0.016064682250000004,1588.0,0.00197124,ds5.bench.estimation
99,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000110100|00000000000000000000000000000000000000000000010100,0.003644305520848485,5.54018096e-05,0.010045909999999998,33.0,0.0038686038236842107,0.00028372715500000003,0.012485129,38.0,9.58709e-07,ds5.bench.estimation
100,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000110100|00000000000000000000000000000000000000000000010000,0.0030812889999999996,0.0015992121999999999,0.0039651188,3.0,0.0013800684999999999,0.000491791425,0.002268345575,2.0,9.58813e-07,ds5.bench.estimation
101,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000000110100|00000000000000000000000000000000000000000000000100,0.00460156496,0.00033339372,0.0085682921,5.0,0.003491358966666667,0.000908623955,0.0069258509,3.0,9.58795e-07,ds5.bench.estimation
102,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000010000000,0.022149684522935784,0.0094759631,0.036187674,109.0,0.01947364847355164,0.0069949372,0.03825893799999995,397.0,0.0171387,ds5.bench.estimation
103,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000001000000,0.020270926167512693,0.00775422185,0.03733096875,394.0,0.02103809739047619,0.008543659,0.037847356,105.0,0.0158364,ds5.bench.estimation
104,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111000000|00000000000000000000000000000000000000000011000000,0.02190780319587629,0.007712397875,0.04038632624999999,388.0,0.019880617722222223,0.006520367425,0.03662928049999998,360.0,0.0171576,ds5.bench.estimation
105,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111010000|00000000000000000000000000000000000000000000010000,0.001918919,0.001918919,0.001918919,1.0,,,,,9.5864e-07,ds5.bench.estimation
106,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111100000|00000000000000000000000000000000000000000000100000,0.01034804,0.01034804,0.01034804,1.0,,,,,9.58442e-07,ds5.bench.estimation
107,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000000111110000|00000000000000000000000000000000000000000000110000,0.006903767,0.006903767,0.006903767,1.0,,,,,0.00277205,ds5.bench.estimation
108,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000000000|00000000000000000000000000000000000000001000000000,0.025082515,0.024744177250000002,0.025420852749999997,2.0,0.015866163333333332,0.012643557,0.019069128999999997,3.0,0.0210491,ds5.bench.estimation
109,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000010000|00000000000000000000000000000000000000000000010000,0.011605867294117648,0.002739601475,0.02754154399999999,34.0,0.010608632156666664,0.0012998249425000001,0.03060758899999999,30.0,0.007581,ds5.bench.estimation
110,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000100000|00000000000000000000000000000000000000000000100000,0.0102304155,0.008742464225,0.011718366775,2.0,,,,,0.000776434,ds5.bench.estimation
111,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000110000|00000000000000000000000000000000000000001000100000,0.01981903,0.01981903,0.01981903,1.0,,,,,0.010467,ds5.bench.estimation
112,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000110000|00000000000000000000000000000000000000000000010000,0.008673056333333333,0.00413045675,0.012860944999999999,6.0,0.0115083702,0.0042403899,0.018303311,5.0,0.00689944,ds5.bench.estimation
113,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000110000|00000000000000000000000000000000000000000000110000,0.0117458484,0.0032693417,0.023133736999999998,45.0,0.012222563615384615,0.0022532027,0.02659646749999999,39.0,0.00671807,ds5.bench.estimation
114,00000000000000000000000000000000000000000000001000|00000000000000000000000000000000000000011000110000|00000000000000000000000000000000000000000000100000,0.00909900761185771,0.0011473922000000002,0.022619778999999986,253.0,0.008846065644798534,0.00109316264,0.020978209999999997,273.0,0.00449387,ds5.bench.estimation
